index,label,preprocessed_news
342,neg,Embora a tecnologia tenha sido conceituada em 2008 por Satoshi Nakamoto que pode ser uma pessoa ou um pseudónimo para um grupo de desenvolvedores as aplicações do Blockchain no mundo real têm apenas alguns anos e são centradas em torno dos ledgers distribuídos para criptografia ou transações de dinheiro virtual
343,neg,As duas plataformas mais prevalentes Hyperledger e Ethereum não possuem maturidade o que pode apresentar problemas imprevistos na implantação
344,neg,A Forrester recomenda que CIOs e suas equipes considerem a descoberta potencial de erros sérios no software ou mesmo a necessidade de abandonar projetos e começar de novo
345,neg,Não apenas a comunidade Blockchain mas algumas das empresas pioneiras no uso têm dito que o software tem erros e algumas coisas que nem sequer são necessariamente bugs disse Bennett que pesquisou Blockchain nos últimos três anos
346,neg,Por exemplo o script do Ethereum para executar contratos inteligentes   Solidity   não suporta o uso de pontos decimais o que exige que os desenvolvedores criem uma solução alternativa ou comecem de novo
347,neg,Centenas de milhões de dólares em criptografia Ethereum chamado Ether foram congeladas através de uma vulnerabilidade de codificação que permitiu a um usuário bloquear até US $ 300 milhões de outras pessoas
348,neg,A cadeia administrada pela Parity Technologies deveria ter exigido um consenso entre os usuários para alterar as condições do livro de registro mas uma falha de codificação permitiu que um usuário acidentalmente se tornasse o único proprietário de todas as carteiras da cadeia
349,neg,O maior trunfo da Blockchain é o fato de que pode ser facilmente implantado em diferentes nós na web e no entanto cada registro contém seu próprio hash tornando-o imutável
350,neg,Um livro-razão distribuído através de uma rede baseada em Blockchain pode fornecer um histórico de transações mais abrangente do que a visão seletiva que os usuários podem obter se eles apenas obtiveram sistemas internos e talvez algumas listas negras para revisão de acordo com Bennett No entanto isso não significa que os dados relacionados às transações devem ser parte dessa cadeia
351,neg,Por exemplo se os usuários incluírem imagens como parte de suas transações a capacidade de dados cresceria rapidamente assim como a sobrecarga da rede Devido à natureza distribuída do Blockchain todos os dados devem ser replicados para todos os nós na cadeia de acordo com Bennett
352,neg,É melhor usar um banco de dados relacional com armazenamento em rede separado para algumas tarefas transacionais do que usar Blockchain
353,neg,Existem dois tipos de Blockchain os públicos e os privados Os Blockchain públicos permitem que alguém se junte à cadeia Bitcoin é um bom exemplo É aberto e transparente o que significa que todos na cadeia podem ver todas as transações
354,neg,Bitcoin usa o algoritmo SHA-256 testado para hashing Mas estudos mostraram que a computação quântica acabará por levar esse algoritmo a ser quebrado
355,neg,Outros sabores de Blockchain estão implementando novos algoritmos criptográficos onde tudo o que você tem é a garantia do desenvolvedor de que funciona
356,neg,Até o momento nenhum Blockchain foi pirateado e não é provável que aconteça no futuro de acordo com Bruce Schneier criptógrafo e especialista em segurança O Blockchain pode quebrar devido a alguma brecha no software
357,neg,A tecnologia Blockchain substitui essencialmente a confiança intrínseca entre pessoas ou entidades corporativas por algoritmos Quanto mais você confia em algoritmos mais caro ele é
358,neg,Devido à sua natureza de cadeia cada novo registro inserido em um bloco deve ser serializado o que significa que a taxa de atualizações é mais lenta do que os bancos de dados tradicionais que podem atualizar dados em paralelo
359,neg,No entanto quando você está trabalhando em um ambiente comercial a transparência total geralmente não é uma coisa boa Por exemplo se um fabricante estiver usando o blockchain como um livro aberto para seus fornecedores isso permitiria que um empreiteiro visse todos os outros subcontratados na cadeia
360,neg,o momento é seguro afirmar que o problema de escalabilidade do blockchain ainda não foi totalmente resolvido
361,neg,Grande parte do blockchain Ethereum sofreu panes nessa quarta-feira  após uma falha no código da Ethereum um cliente principal usado por 81% da rede fez com que a Ethereum bifurcasse sem querer
362,neg,A falha fez com que o blockchain Ethereum se dividisse temporariamente e por muitas horas usuários estavam lidando com duas versões do blockchain com diferentes históricos de transações
363,neg,Grandes corretoras incluindo Binance suspenderam saques de ether (ETH) e a comunidade Ethereum enfrentou horas de pânico antes de ser anunciado que um bug no cliente Go Ethereum (GETH) foi o motivo do caos
364,neg,A mudança era incompatível com as versões anteriores de Geth e assim o consenso não foi atingido para operadores que executavam versões anteriores Operadores de nós Geth que haviam ignorado a atualização foram afetados pela falha e começaram um blockchain secundário
365,neg,Infura relatou que passou por uma pane em seus serviços da Ethereum que temporariamente prejudicou inúmeras aplicações de finanças descentralizadas DeFi e de carteira
366,neg,Acreditar que a tecnologia está pronta para uso em produção O mercado de plataformas blockchain é enorme e composto por ofertas fragmentadas que tentam se diferenciar de várias maneiras Alguns se concentram em confidencialidade alguns em tokens e outros em computação universal A maioria é muito imatura para o trabalho de produção em larga escala que incorpora os sistemas de acompanhamento e requisitos segurança e serviços de gerenciamento de rede
367,neg,Diante do crescente interesse das pessoas por criptomoedas e da explosão dos valores das mesmas os profissionais do Mantis plataforma nacional de DRP (Digital Risk Protection) ligam o alerta para golpes envolvendo Blockchains Falsos e contratos inteligentes vulneráveis
368,neg,Segundo o especialista contratos inteligentes escritos em blockchains mais novas e menos testadas tendem a serem mais vulneráveis
369,neg,Existem inúmeros fóruns de cibercriminosos que explicam como construir blockchains falsas e comercializá-las para investidores
370,neg,Existem inúmeros fóruns de cibercriminosos que explicam como construir blockchains falsas e comercializá-las para investidores
371,neg,Relatório da Chainalysis mostra que total roubado em golpes com criptomoedas quase dobrou em relação ao ano anterior mas ainda ficou longe do recorde de 2019
372,neg,A recente queda das criptomoedas está assustando os menos acostumados com as movimentações do setor mas é melhor ir se acostumando já que para o CEO da blockchain.com  muito mais caos está por vir
373,neg,m uma entrevista para a CNBC Peter Smith CEO da blockchain.com disse que o recente colapso das criptomoedas por causa de problemas com a UST e o projeto LUNA é apenas parte do que pode acontecer e que mais caos está a caminho
374,neg,Para o blockchain funcionar é preciso que existam computadores conectados trabalhando para manter o sistema ativo No caso do Bitcoin por exemplo o gasto energético é algo absurdamente alto
375,neg,O consumo de energia envolvendo a criptomoeda é maior do que em muito país Calcula-se que ele tenha atingido perto de 12 5 mil megawatt/hora o que é comparável a todo o gasto energético do Iraque
376,neg,Como os arquivos digital no blockchain são transmitidos por meio de pseudônimos baseados em códigos pessoas mal-intencionadas têm usado o sistema para compartilhar pornografia infantil já que a identificação é uma tarefa bem difícil
377,neg,Drogas armas e crimes A compra e venda destes itens também circulam em alguns blockchains que funcionam atualmente Um deles é o do bitcoin que no começo ficou bem conhecido por abrigar o comércio de drogas armas e produtos ilegais. Os usuários se aproveitam do perfil anônimo e criptografado para esconder suas identidades
378,neg,Como mostrado fica claro as possibilidades a cerca do blockchain além de indicar suas vantagens fica claro que a sua principal desvantagem trata-se da alocação em disco sempre crescente e o fato de algumas transações demorarem muito em algumas redes com grande números de máquinas
379,neg,Se o conteúdo não pode ser editado ou alterado pelos operadores de uma rede social a plataforma será monopolizada Uma rede social de qualquer coisa poderia ficar repleta de conteúdos ilegais atividades criminosas e discursos de ódio
380,neg,A rede social Gab foi criada para preservar a liberdade de expressão e uma vez planejou migrar para um modelo descentralizado de blockchain mas foi criticada pela Mastodon por permitir conteúdos racistas
390,neg,As blockchains são flexíveis e poderosas o suficiente para suportarem muitas aplicações e serviços novos e excitantes Mas como se encontra de momento a tecnologia também tem uma série de desvantagens
391,neg,É nova e complexa. Isso significa que os engenheiros de software prontos para trabalhar nas blockchains são escassos. Isto faz com que o desenvolvimento e a manutenção das aplicações blockchain sejam caras
392,neg,As blockchains mais utilizadas atualmente não são adequadas para a utilização generalizada de aplicações e serviços
393,neg,As blockchains Bitcoin e Ethereum processam menos de 50 transações por segundo
394,neg,As soluções tecnológicas estão no horizonte mas a escalabilidade limitada continua a ser uma grande desvantagem que compromete o desempenho das atuais aplicações blockchain
395,neg,A mineração com base no protocolo Proof-of-Work é notoriamente má para o ambiente porque consome tanta eletricidade para aprovar cada bloco de transações especialmente na Bitcoin
396,neg,As blockchains são fiáveis devido à redundância da rede mas todos esses nós contribuem também para o consumo de energia
397,neg,A criptografia de chave pública é uma bênção mista que é feita no fundo da tecnologia blockchain. A encriptação protege a rede mas os utilizadores que perdem as suas chaves privadas podem perder o acesso total aos seus fundos
398,neg,Houve utilizadores que perderam milhões de euros simplesmente porque perderam as chaves privadas para as suas contas blockchain
399,neg,A tecnologia blockchain já está a ter um impacto óbvio na economia mundial e nas políticas financeiras. Mas algumas das consequências são mais difíceis de ver. Aplicações eficientes com base nas blockchains poderiam substituir as pessoas em alguns setores contribuindo para o aumento das taxas de desemprego
400,neg,A complexidade das carteiras de criptomoedas e da tecnologia blockchain representam uma barreira que impede muitos dos utilizadores de utilizarem esses serviços ou criptomoedas
401,neg,A integração também é um problema. As aplicações blockchain oferecem muitos benefícios mas são difíceis de integrar com dados fora da blockchain e sistemas antigos
402,neg,Os protocolos e os serviços de integração estão a aparecer mas isto continua a ser uma das desvantagens de aplicações blockchain
403,neg,A incerteza regulamentar e a falta de normas internacionais tornam difícil a implementação de aplicações através da internet e tornam os utilizadores relutantes em se comprometerem com as criptomoedas e com as aplicações
404,neg,Mesmo que a tecnologia blockchain tenha muitas vantagens ainda há muito no que avançar no ponto de vista de suporte da tecnologia O Bitcoin é um bom exemplo disso mas ainda assim todo o sistema tem um design ineficiente. O Ethereum tentou cobrir todas as carências do Bitcoin mas ainda não conseguiu suprir perfeitamente
